Value,Percentile,TotalCount,1/(1-Percentile)
1.549,0.000000,1,1.00
3.325,0.100000,44,1.11
3.593,0.200000,88,1.25
4.675,0.300000,132,1.43
5.799,0.400000,176,1.67
6.643,0.500000,220,2.00
6.935,0.550000,242,2.22
7.259,0.600000,264,2.50
7.739,0.650000,286,2.86
11.095,0.700000,308,3.33
13.055,0.750000,330,4.00
13.727,0.775000,342,4.44
14.759,0.800000,352,5.00
15.695,0.825000,363,5.71
16.783,0.850000,374,6.67
18.223,0.875000,385,8.00
19.455,0.887500,391,8.89
20.399,0.900000,396,10.00
21.183,0.912500,403,11.43
21.839,0.925000,407,13.33
23.391,0.937500,413,16.00
24.255,0.943750,416,17.78
25.215,0.950000,418,20.00
26.895,0.956250,421,22.86
27.407,0.962500,424,26.67
28.639,0.968750,427,32.00
28.943,0.971875,428,35.56
29.327,0.975000,429,40.00
30.607,0.978125,431,45.71
30.815,0.981250,432,53.33
47.167,0.984375,434,64.00
47.167,0.985938,434,71.11
47.199,0.987500,435,80.00
72.447,0.989062,436,91.43
72.447,0.990625,436,106.67
101.695,0.992188,437,128.00
101.695,0.992969,437,142.22
133.631,0.993750,438,160.00
133.631,0.994531,438,182.86
133.631,0.995313,438,213.33
158.975,0.996094,439,256.00
158.975,0.996484,439,284.44
158.975,0.996875,439,320.00
158.975,0.997266,439,365.71
158.975,0.997656,439,426.67
167.423,0.998047,440,512.00
167.423,1.000000,440,inf
