Value,Percentile,TotalCount,1/(1-Percentile)
1.683,0.000000,1,1.00
3.011,0.100000,44,1.11
3.247,0.200000,88,1.25
4.267,0.300000,133,1.43
5.131,0.400000,176,1.67
5.707,0.500000,220,2.00
5.915,0.550000,242,2.22
6.107,0.600000,265,2.50
6.367,0.650000,286,2.86
8.839,0.700000,308,3.33
10.207,0.750000,330,4.00
10.607,0.775000,341,4.44
11.231,0.800000,352,5.00
11.951,0.825000,363,5.71
12.783,0.850000,374,6.67
13.191,0.875000,385,8.00
13.591,0.887500,391,8.89
14.087,0.900000,396,10.00
14.855,0.912500,402,11.43
15.599,0.925000,407,13.33
17.295,0.937500,413,16.00
18.079,0.943750,417,17.78
18.431,0.950000,418,20.00
18.927,0.956250,421,22.86
20.015,0.962500,424,26.67
20.991,0.968750,427,32.00
21.055,0.971875,428,35.56
21.167,0.975000,429,40.00
21.519,0.978125,431,45.71
21.551,0.981250,432,53.33
21.807,0.984375,434,64.00
21.807,0.985938,434,71.11
21.967,0.987500,435,80.00
23.311,0.989062,436,91.43
23.311,0.990625,436,106.67
24.607,0.992188,437,128.00
24.607,0.992969,437,142.22
26.127,0.993750,438,160.00
26.127,0.994531,438,182.86
26.127,0.995313,438,213.33
38.911,0.996094,439,256.00
38.911,0.996484,439,284.44
38.911,0.996875,439,320.00
38.911,0.997266,439,365.71
38.911,0.997656,439,426.67
58.975,0.998047,440,512.00
58.975,1.000000,440,inf
