,unique-id,social-graph,home-timeline,media,compose-post,user,text,url-shorten,user-mention,user-timeline,post-storage,nginx,service-user-cpu_util,service-user-mem_util,service-user-netio_read,service-user-netio_write,service-user-blkio_read,service-user-blkio_write,service-post-storage-cpu_util,service-post-storage-mem_util,service-post-storage-netio_read,service-post-storage-netio_write,service-post-storage-blkio_read,service-post-storage-blkio_write,service-nginx-cpu_util,service-nginx-mem_util,service-nginx-netio_read,service-nginx-netio_write,service-nginx-blkio_read,service-nginx-blkio_write,service-media-cpu_util,service-media-mem_util,service-media-netio_read,service-media-netio_write,service-media-blkio_read,service-media-blkio_write,service-compose-post-cpu_util,service-compose-post-mem_util,service-compose-post-netio_read,service-compose-post-netio_write,service-compose-post-blkio_read,service-compose-post-blkio_write,service-unique-id-cpu_util,service-unique-id-mem_util,service-unique-id-netio_read,service-unique-id-netio_write,service-unique-id-blkio_read,service-unique-id-blkio_write,service-url-shorten-cpu_util,service-url-shorten-mem_util,service-url-shorten-netio_read,service-url-shorten-netio_write,service-url-shorten-blkio_read,service-url-shorten-blkio_write,service-user-timeline-cpu_util,service-user-timeline-mem_util,service-user-timeline-netio_read,service-user-timeline-netio_write,service-user-timeline-blkio_read,service-user-timeline-blkio_write,service-home-timeline-cpu_util,service-home-timeline-mem_util,service-home-timeline-netio_read,service-home-timeline-netio_write,service-home-timeline-blkio_read,service-home-timeline-blkio_write,service-text-cpu_util,service-text-mem_util,service-text-netio_read,service-text-netio_write,service-text-blkio_read,service-text-blkio_write,service-user-mention-cpu_util,service-user-mention-mem_util,service-user-mention-netio_read,service-user-mention-netio_write,service-user-mention-blkio_read,service-user-mention-blkio_write,service-social-graph-cpu_util,service-social-graph-mem_util,service-social-graph-netio_read,service-social-graph-netio_write,service-social-graph-blkio_read,service-social-graph-blkio_write
0,13,1645,2473,7,10731,6,3818,1197,1680,1776,1093,14684,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
1,13,1703,3305,10,11329,8,4117,1471,1900,1829,962,16893,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
2,13,1621,2184,6,10294,6,4180,1274,2056,1782,961,14074,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
3,14,1759,2363,11,11166,6,4485,1379,1867,1896,1251,14611,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
4,13,2000,4039,7,13511,9,4395,1299,1841,1945,1162,17961,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
5,13,1603,2351,7,11171,29,3858,1103,1700,1769,1054,14069,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
6,14,1759,3650,7,12497,6,4589,1507,2030,1900,1085,16950,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
7,22,1936,3499,10,18162,11,6235,1876,1875,1595,1033,22011,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
8,14,1635,2368,25,10388,20,3914,1256,1897,1872,1021,14206,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
9,13,2121,3017,26,12622,7,5005,1485,2402,2176,1208,17426,0.77,1.31,3134000.0,2119000.0,0.0,0.0,0.85,1.29,5447700.0,3563000.0,0.0,0.0,0.29,0.45,2040000.0,2480000.0,0.0,0.0,0.42,1.49,678000.0,382000.0,0.0,0.0,1.26,0.05,4730000.0,6720000.0,0.0,0.0,0.02,0.04,507000.0,282000.0,0.0,0.0,0.94,1.3,3068000.0,3028000.0,0.0,0.0,1.1600000000000001,1.31,2835000.0,2572000.0,0.0,0.0,0.3,0.11,905000.0,912100.0,0.0,0.0,0.56,0.02,2530000.0,3200000.0,0.0,0.0,0.29,0.03,1890000.0,2370000.0,0.0,0.0,0.99,1.3199999999999998,2276000.0,2051000.0,0.0,0.0
